,director,first_actor,genres,rating,runtime,second_actor,title
5661,Paul Auster,Harvey Keitel,"[Drama, Music, Mystery, Romance]",6.3,103.0,Mira Sorvino,Lulu on the Bridge
5662,Rob Stefaniuk,Rob Stefaniuk,"[Comedy, Horror, Music]",6.1,91.0,Jessica Paré,Suck
5663,Bruno Barreto,Michel Gomes,"[Crime, Drama, Thriller]",7.1,110.0,Cris Vianna,Last Stop 174
5664,Ole Bornedal,Anders W. Berthelsen,"[Crime, Drama, Thriller]",7.3,100.0,Rebecka Hemse,Just Another Love Story
5665,Jeroen Krabbé,Maureen Lipman,"[Drama, Fantasy]",6.8,150.0,Will Bowden,The Discovery of Heaven
5666,Alejandro Chomski,Omarion Grandberry,"[Drama, Music]",2.7,86.0,Giancarlo Esposito,Feel the Noise
5667,Samuel Turcotte,Gus Malliarodakis,"[Comedy, Drama]",7.1,129.0,Dennis Newman,"No Pain, No Gain"
5668,Jay Duplass,Mark Duplass,"[Comedy, Drama, Romance]",6.6,85.0,Katie Aselton,The Puffy Chair
5669,Bryan Johnson,Brian O'Halloran,"[Crime, Drama, Thriller]",5.3,87.0,Bryan Johnson,Vulgar
5670,Anders Banke,Petra Nielsen,"[Horror, Comedy]",5.5,98.0,Carl-Åke Eriksson,Frostbiten
5671,Marwan Hamed,Adel Imam,[Drama],7.5,161.0,Nour El-Sherif,The Yacoubian Building
5672,Stefan Fjeldmark,Michael Hegner,"[Animation, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi]",5.8,80.0,Nis Bank-Mikkelsen,Help! I&#x27;m a Fish
5673,Sidney Lumet,Nick Nolte,"[Crime, Drama]",6.5,132.0,Timothy Hutton,Q &#x26; A
5674,Vipul Amrutlal Shah,Amitabh Bachchan,"[Comedy, Thriller, Crime, Drama]",7.4,165.0,Akshay Kumar,Aankhen
5675,Claude Chabrol,Isabelle Huppert,"[Crime, Drama, Mystery, Thriller]",6.6,99.0,Jacques Dutronc,Merci pour le Chocolat
5676,Alejandro Agresti,Rodrigo Noya,"[Comedy, Drama, Romance]",7.7,86.0,Alejandro Agresti,Valentin
5677,Julie Bertuccelli,Charlotte Gainsbourg,"[Drama, Romance]",6.6,100.0,Morgana Davies,The Tree
5678,Travis Fine,Alan Cumming,[Drama],7.4,98.0,Garret Dillahunt,Any Day Now
5679,Hirokazu Koreeda,Doona Bae,"[Drama, Fantasy]",7.0,125.0,Arata Iura,Air Doll
5680,Kevin Reynolds,Jason Scott Lee,"[Action, Adventure, Drama, History, Romance]",6.4,107.0,Esai Morales,Rapa Nui
5681,Greg Mottola,Hope Davis,"[Comedy, Drama, Romance]",6.9,87.0,Stanley Tucci,The Daytrippers
5682,William Lustig,Robert Davi,"[Crime, Horror, Action, Thriller]",5.7,90.0,Claudia Christian,Maniac Cop 2
5683,George Ratliff,Greg Kinnear,"[Action, Comedy, Drama, Thriller]",5.3,96.0,Pierce Brosnan,Salvation Boulevard
5684,Ernie Barbarash,Cuba Gooding Jr.,"[Action, Sci-Fi]",4.7,94.0,Val Kilmer,Hardwired
5685,David Mamet,William H. Macy,"[Drama, Thriller]",6.7,89.0,Debra Eisenstadt,Oleanna
5686,Tamra Davis,Dean Cain,"[Action, Comedy, Crime, Drama, Thriller]",5.7,90.0,Andy Dick,Best Men
5687,John Murlowski,Randy Quaid,"[Horror, Thriller]",6.1,93.0,Shane Johnson,Black Cadillac
5688,Te-Sheng Wei,Van,"[Comedy, Drama, Music, Romance]",7.2,129.0,Chie Tanaka,Cape No. 7
5689,Yves Simoneau,Marlon Brando,"[Comedy, Crime]",5.0,91.0,Donald Sutherland,Free Money
5690,Maren Ade,Lars Eidinger,"[Drama, Romance]",6.6,119.0,Birgit Minichmayr,Everyone Else
5691,Eric Styles,Heather Graham,"[Comedy, Romance]",4.7,104.0,Mia Kirshner,Miss Conception
5692,Gurinder Chadha,Joan Chen,"[Drama, Comedy]",7.1,109.0,Julianna Margulies,What&#x27;s Cooking?
5693,Apichatpong Weerasethakul,Nantarat Sawaddikul,[Drama],7.6,105.0,Jaruchai Iamaram,Syndromes and a Century
5694,Philippe Martinez,Val Kilmer,"[Crime, Drama, Thriller]",4.0,90.0,Armand Assante,The Steam Experiment
5695,Ricardo de Montreuil,Bárbara Mori,[Drama],6.3,89.0,Christian Meier,La mujer de mi hermano
5696,Richard Pearce,Sissy Spacek,"[Drama, History]",7.3,97.0,Whoopi Goldberg,The Long Walk Home
5697,John Eyres,A.J. Cook,"[Horror, Thriller]",4.5,114.0,Bruce Payne,Ripper
5698,Alex van Warmerdam,Alex van Warmerdam,[Comedy],7.0,97.0,Ariane Schluter,Ober
5699,Johanna Vuoksenmaa,Petteri Summanen,[Comedy],6.8,98.0,Tiina Lymi,Upswing
5700,Colin Teague,Laurence Fox,"[Action, Adventure, Crime, War]",4.7,103.0,Louis Dempsey,The Last Drop
5701,Shinobu Yaguchi,Juri Ueno,"[Drama, Comedy, Music]",7.7,105.0,Yûta Hiraoka,Swing Girls
5702,Sanjay Gupta,Sanjay Dutt,"[Action, Adventure, Drama, Mystery, Thriller]",4.9,116.0,John Abraham,Zinda
5703,Dick Maas,Nelly Frijda,[Comedy],5.2,90.0,Coen van Vrijberghe de Coningh,Flodder 3
5704,Pete Travis,William Hurt,"[Drama, History]",6.3,109.0,Chiwetel Ejiofor,Endgame
5705,Robert Townsend,Robert Townsend,"[Drama, Music]",7.5,121.0,Michael Wright,The Five Heartbeats
5706,Scott Winant,Jeanne Tripplehorn,"[Romance, Comedy]",4.7,113.0,Dylan McDermott,&#x27;Til There Was You
5707,Byambasuren Davaa,Batchuluun Urjindorj,[Drama],7.7,93.0,Buyandulam Daramdadi,The Cave of the Yellow Dog
5708,Jeff Fisher,Paul Wesley,"[Comedy, Horror, Mystery, Thriller]",4.7,93.0,Kaley Cuoco-Sweeting,Killer Movie
5709,Alister Grierson,Jack Finsterer,"[Action, Drama, War]",6.2,92.0,Travis McMahon,Kokoda: 39th Battalion
5710,Randal Kleiser,Eric Roberts,[Drama],7.1,110.0,Gregory Harrison,It&#x27;s My Party
5711,Billy Hopkins,Jeanne Moreau,"[Drama, Romance]",5.5,88.0,Claire Danes,"I Love You, I Love You Not"
5712,Jamie Babbit,Melonie Diaz,"[Comedy, Drama, Romance]",5.6,87.0,Ana Mercedes,Itty Bitty Titty Committee
5713,Jonathan auf der Heide,Oscar Redding,"[Biography, Drama, History]",5.9,104.0,Arthur Angel,Van Diemen&#x27;s Land
5714,Neal Jimenez,Michael Steinberg,[Drama],6.9,106.0,Eric Stoltz,The Waterdance
5715,Jessica Hausner,Sylvie Testud,[Drama],6.9,96.0,Léa Seydoux,Lourdes
5716,Philip Haas,Kristin Scott Thomas,"[Drama, Romance]",5.9,115.0,Sean Penn,Up at the Villa
5717,Lucrecia Martel,María Onetto,"[Drama, Mystery, Thriller]",6.5,87.0,Claudia Cantero,The Headless Woman
5718,Bigas Luna,Francesca Neri,[Drama],5.7,95.0,Óscar Ladoire,The Ages of Lulu
5719,Brad Gann,Michael Angarano,[Drama],7.1,95.0,Brendan Gleeson,Black Irish
5720,Carlos Saura,Miguel Ángel Solá,"[Drama, Musical]",7.1,115.0,Cecilia Narova,Tango
5721,Joey Lauren Adams,Ashley Judd,"[Drama, Romance]",6.3,97.0,Jeffrey Donovan,Come Early Morning
5722,Peter Thorwarth,Peter Thorwarth,[Comedy],6.7,101.0,Ralf Richter,"If It Don&#x27;t Fit, Use a Bigger Hammer"
5723,Sidney J. Furie,Curtis Morgan,"[Action, Drama, History, War]",3.1,103.0,Zan Calabretta,American Soldiers
5724,Philippe Muyl,Michel Serrault,"[Comedy, Drama]",7.2,85.0,Claire Bouanich,The Butterfly
5725,Mikkel Brænne Sandemose,Ida Marie Bakkerud,[Horror],5.1,95.0,Julie Rusti,Cold Prey 3
5726,Nuri Bilge Ceylan,Emin Ceylan,"[Comedy, Drama]",7.6,130.0,Muzaffer Özdemir,Clouds of May
5727,Srdjan Dragojevic,Nikola Kojo,[Comedy],5.7,89.0,Mirka Vasiljevic,We Are Not Angels 2
5728,Tim McCanlies,Breckin Meyer,"[Comedy, Drama, Family]",6.7,97.0,Peter Facinelli,"Dancer, Texas Pop. 81"
5729,Olaf Lubaszenko,Maciej Stuhr,"[Comedy, Crime]",7.7,90.0,Cezary Pazura,Boys Don&#x27;t Cry
5730,John Maybury,Derek Jacobi,"[Biography, Drama]",6.6,90.0,Daniel Craig,Love Is the Devil: Study for a Portrait of Francis Bacon
5731,Vince Di Meglio,Dax Shepard,"[Comedy, Drama]",4.7,92.0,Liv Tyler,Smother
5732,Marco Petry,Daniel Brühl,[Comedy],6.3,99.0,Jasmin Schwiers,No More School
5733,Terence Hill,Terence Hill,"[Comedy, Family, Western]",6.1,107.0,Bud Spencer,Botte di Natale
5734,Kenneth Branagh,Takuya Shimada,"[Drama, Comedy, Romance]",6.4,127.0,Brian Blessed,As You Like It
5735,Kevin Smith,Ben Affleck,"[Comedy, Drama, Romance]",7.4,113.0,Joey Lauren Adams,Chasing Amy
5736,Ben Stiller,Jim Carrey,"[Comedy, Drama, Thriller]",6.0,96.0,Matthew Broderick,The Cable Guy
5737,Tom Shadyac,Steve Carell,"[Comedy, Family, Fantasy]",5.4,96.0,Morgan Freeman,Evan Almighty
5738,Robert Luketic,Reese Witherspoon,"[Comedy, Romance]",6.2,96.0,Luke Wilson,Legally Blonde
5739,Rodrigo Cortés,Ryan Reynolds,"[Drama, Mystery, Thriller]",7.0,95.0,José Luis García Pérez,Buried
5740,Keenen Ivory Wayans,Anna Faris,[Comedy],5.2,83.0,Marlon Wayans,Scary Movie 2
5741,Roger Donaldson,Al Pacino,"[Action, Crime, Drama, Thriller]",6.6,115.0,Colin Farrell,The Recruit
5742,Chris Buck,Kevin Lima,"[Animation, Adventure, Drama, Family, Music, Romance]",7.2,88.0,Tony Goldwyn,Tarzan
5743,Ron Clements,John Musker,"[Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance]",7.2,93.0,Tate Donovan,Hercules
5744,M. Night Shyamalan,Noah Ringer,"[Action, Adventure, Family, Fantasy]",4.4,103.0,Nicola Peltz,The Last Airbender
5745,Edward Zwick,Daniel Craig,"[Action, Drama, History, Thriller, War]",7.2,137.0,Liev Schreiber,Defiance
5746,Brett Ratner,Jackie Chan,"[Action, Comedy, Crime, Thriller]",6.2,91.0,Chris Tucker,Rush Hour 3
5747,Oliver Stone,Kevin Costner,"[Drama, History, Thriller]",8.0,189.0,Gary Oldman,JFK
5748,Alejandro Agresti,Keanu Reeves,"[Drama, Fantasy, Romance]",6.8,99.0,Sandra Bullock,The Lake House
5749,Wolfgang Becker,Daniel Brühl,"[Comedy, Drama, Romance]",7.8,121.0,Katrin Saß,Good Bye Lenin!
5750,Richard Schenkman,David Lee Smith,"[Drama, Sci-Fi]",8.0,87.0,Tony Todd,The Man from Earth
5751,Brian Helgeland,Mel Gibson,"[Action, Crime, Drama, Thriller]",7.1,100.0,Gregg Henry,Payback
5752,Mark Herman,Asa Butterfield,"[Drama, War]",7.8,94.0,David Thewlis,The Boy in the Striped Pyjamas
5753,Lexi Alexander,Elijah Wood,"[Crime, Drama, Sport]",7.5,109.0,Charlie Hunnam,Green Street
5754,Sofia Coppola,Kirsten Dunst,"[Drama, Romance]",7.3,97.0,Josh Hartnett,The Virgin Suicides
5755,Lone Scherfig,Carey Mulligan,[Drama],7.3,100.0,Peter Sarsgaard,An Education
5756,Frank Coraci,Adam Sandler,"[Comedy, Sport]",6.0,90.0,Kathy Bates,The Waterboy
5757,Scott Derrickson,Ethan Hawke,"[Horror, Mystery, Thriller]",6.8,110.0,Juliet Rylance,Sinister
5758,Mark Dindal,David Spade,"[Animation, Adventure, Comedy, Family, Fantasy]",7.3,78.0,John Goodman,The Emperor&#x27;s New Groove
5759,Phillip Noyce,Denzel Washington,"[Crime, Drama, Mystery, Thriller]",6.6,118.0,Angelina Jolie,The Bone Collector
5760,Peter Howitt,Rowan Atkinson,"[Action, Adventure, Comedy]",6.0,88.0,John Malkovich,Johnny English
5761,Jeff Nichols,Matthew McConaughey,[Drama],7.5,130.0,Tye Sheridan,Mud
5762,Lisa Cholodenko,Annette Bening,"[Comedy, Drama]",7.1,106.0,Julianne Moore,The Kids Are All Right
5763,David Frankel,Owen Wilson,"[Comedy, Drama, Family, Romance]",7.1,115.0,Jennifer Aniston,Marley &#x26; Me
5764,Alexander Payne,Jack Nicholson,"[Comedy, Drama]",7.2,125.0,Hope Davis,About Schmidt
5765,Simon West,Jason Statham,"[Action, Crime, Thriller]",6.5,93.0,Ben Foster,The Mechanic
5766,Harald Zwart,Jackie Chan,"[Action, Drama, Family, Sport]",6.2,140.0,Jaden Smith,The Karate Kid
5767,Fernando Meirelles,Ralph Fiennes,"[Drama, Mystery, Romance, Thriller]",7.5,129.0,Rachel Weisz,The Constant Gardener
5768,Anne Fletcher,Katherine Heigl,"[Comedy, Romance]",6.1,111.0,James Marsden,27 Dresses
5769,Jaco Van Dormael,Jared Leto,"[Drama, Fantasy, Romance, Sci-Fi]",7.9,141.0,Sarah Polley,Mr. Nobody
5770,Patrick Tatopoulos,Rhona Mitra,"[Action, Adventure, Fantasy, Sci-Fi, Thriller]",6.6,92.0,Michael Sheen,Underworld: Rise of the Lycans
5771,Richard Linklater,Jason London,"[Comedy, Drama]",7.7,102.0,Wiley Wiggins,Dazed and Confused
5772,Grant Heslov,Ewan McGregor,"[Comedy, War]",6.3,94.0,George Clooney,The Men Who Stare at Goats
5773,Mark Neveldine,Brian Taylor,"[Action, Sci-Fi, Thriller]",5.8,95.0,Gerard Butler,Gamer
5774,Bobby Farrelly,Peter Farrelly,"[Comedy, Drama, Fantasy, Romance]",5.9,114.0,Jack Black,Shallow Hal
5775,Robert Schwentke,Eric Bana,"[Drama, Fantasy, Romance, Sci-Fi]",7.1,107.0,Rachel McAdams,The Time Traveller&#x27;s Wife
5776,Paul Greengrass,Matt Damon,"[Action, Drama, Thriller, War]",6.9,115.0,Jason Isaacs,Green Zone
5777,John Moore,Mark Wahlberg,"[Action, Crime, Drama, Mystery, Thriller]",5.4,100.0,Mila Kunis,Max Payne
5778,Debra Granik,Jennifer Lawrence,[Drama],7.2,100.0,John Hawkes,Winter&#x27;s Bone
5779,Stephen Gaghan,George Clooney,"[Drama, Thriller]",7.0,128.0,Matt Damon,Syriana
5780,Brett Ratner,Eddie Murphy,"[Action, Comedy, Crime]",6.2,104.0,Ben Stiller,Tower Heist
5781,Olivier Megaton,Jason Statham,"[Action, Adventure, Crime, Thriller]",6.0,104.0,Robert Knepper,Transporter 3
5782,Rob Cohen,Brendan Fraser,"[Action, Adventure, Fantasy, Thriller]",5.2,112.0,Jet Li,The Mummy: Tomb of the Dragon Emperor
5783,Penelope Spheeris,Mike Myers,"[Comedy, Music]",7.0,94.0,Dana Carvey,Wayne&#x27;s World
5784,Roland Emmerich,Camilla Belle,"[Action, Adventure, Drama, Fantasy, Sci-Fi]",5.0,109.0,Steven Strait,"10,000 BC"
5785,Stefan Schwartz,Stuart Townsend,"[Comedy, Romance]",6.1,96.0,Raphael Schwartz,The Best Man
5786,Ahmet Ulucay,Fizuli Caferof,"[Comedy, Drama, Family, Romance]",7.9,97.0,Gülayse Erkoc,Boats Out of Watermelon Rinds
5787,Christophe Honoré,Romain Duris,"[Drama, Romance]",6.5,92.0,Louis Garrel,Dans Paris
5788,Urszula Antoniak,Lotte Verbeek,[Drama],7.1,85.0,Stephen Rea,Nothing Personal
5789,Dmitriy Kiselev,Aleksandr Voytinskiy,"[Action, Sci-Fi, Thriller]",5.9,102.0,Grigoriy Dobrygin,Chernaya Molniya
5790,Bruno Dumont,Yekaterina Golubeva,[Drama],5.2,119.0,David Wissak,Twentynine Palms
5791,Bob Bralver,David Bradley,"[Action, Comedy]",2.6,102.0,Lee Reyes,American Ninja 5
5792,Aksel Hennie,John Andreas Andersen,[Drama],7.0,103.0,Aksel Hennie,Uno
5793,William Friedkin,Jenny Seagrove,"[Drama, Horror, Mystery, Thriller]",5.2,92.0,Dwier Brown,The Guardian
5794,Sally Field,Minnie Driver,"[Drama, Comedy]",5.3,112.0,Hallie Kate Eisenberg,Beautiful
5795,Ellory Elkayem,Peter Coyote,"[Comedy, Horror, Sci-Fi]",3.2,86.0,Aimee-Lynn Chadwick,Return of the Living Dead: Rave to the Grave
5796,Adam Green,Joel David Moore,"[Drama, Thriller]",6.5,90.0,Joel David Moore,Spiral
5797,Adam Salky,Emmy Rossum,"[Drama, Romance]",5.9,92.0,Zach Gilford,Dare
5798,Bill Forsyth,Robin Williams,"[Comedy, Drama]",5.2,122.0,John Turturro,Being Human
5799,Özhan Eren,Murat Saraçoglu,"[Drama, History, War]",7.2,114.0,Özge Özberk,120
5800,Miguel Albaladejo,José Luis García Pérez,"[Comedy, Drama]",7.5,100.0,David Castillo,Bear Cub
5801,Sebastian Gutierrez,Alan Rickman,"[Crime, Drama, Thriller]",6.4,98.0,Emma Thompson,Judas Kiss
5802,Johannes Roberts,David Schofield,"[Horror, Thriller]",4.7,79.0,Eliza Bennett,F
5803,Alain Resnais,Pierre Arditi,"[Comedy, Drama, Musical, Romance]",7.3,120.0,Sabine Azéma,On conna&#xEE;t la chanson
5804,George Bessudo,Tara Gerard,"[Horror, Thriller]",4.1,90.0,Vanessa Viola,Lake Dead
5805,Éva Gárdos,Nastassja Kinski,[Drama],6.9,106.0,Scarlett Johansson,An American Rhapsody
5806,Dusan Kovacevic,Bora Todorovic,"[Comedy, Drama]",8.2,104.0,Branislav Lecic,The Professional
5807,Marshall Herskovitz,Danny DeVito,[Drama],6.4,99.0,Robert J. Steinmiller Jr.,Jack the Bear
5808,Bob Balaban,Andrew Lowery,"[Comedy, Fantasy, Horror, Romance]",5.2,85.0,Traci Lind,My Boyfriend&#x27;s Back
5809,Oxide Pang Chun,Danny Pang,"[Action, Crime, Romance, Thriller]",6.7,105.0,Pawarith Monkolpisit,Bangkok Dangerous
5810,C.M. Talkington,Gil Bellows,"[Action, Crime, Thriller]",6.1,101.0,Renée Zellweger,Love and a .45
5811,Çagan Irmak,Kaya Akkaya,"[Fantasy, Mystery]",6.8,109.0,Melis Birkan,The Messenger
5812,Onur Ünlü,Haluk Bilginer,"[Action, Comedy, Crime, Drama]",6.5,113.0,Özgü Namal,Police
5813,George Jackson,Doug McHenry,"[Comedy, Drama, Music, Romance]",4.9,94.0,Christopher Reid,House Party 2
5814,Aku Louhimies,Mikko Nousiainen,"[Drama, Romance]",5.6,111.0,Laura Malmivaara,Restless
5815,Hirokazu Koreeda,Kôki Maeda,[Drama],7.4,128.0,Ohshirô Maeda,I Wish
5816,Pyotr Buslov,Vladimir Vdovichenkov,"[Crime, Drama]",7.4,110.0,Andrey Merzlikin,Bummer
5817,Fernando Eimbcke,Diego Cataño,[Comedy],7.4,90.0,Daniel Miranda,Duck Season
5818,Zak Penn,Werner Herzog,"[Adventure, Comedy, Horror]",6.6,94.0,Kitana Baker,Incident at Loch Ness
5819,Craig Bolotin,Usher Raymond,[Drama],5.9,99.0,Forest Whitaker,Light It Up
5820,Hsiao-Hsien Hou,Juliette Binoche,"[Drama, Family]",6.6,115.0,Hippolyte Girardot,Flight of the Red Balloon
5821,Jeffrey Fine,Kyle Gallner,"[Comedy, Drama]",6.9,99.0,Laura Allen,Cherry
5822,Brad Mirman,Harvey Keitel,"[Comedy, Drama, Romance]",6.8,100.0,Claire Forlani,The Shadow Dancer
5823,Brendan Cowles,Shane Kuhn,"[Comedy, Horror]",4.6,83.0,Leighton Meester,Drive Thru
5824,Fatih Akin,Mehmet Kurtulus,"[Crime, Drama, Thriller]",7.5,100.0,Adam Bousdoukos,Short Sharp Shock
5825,Nisha Ganatra,Heather Graham,"[Comedy, Romance]",5.0,94.0,David Sutcliffe,Cake
5826,Bob Spiers,Christina Ricci,"[Action, Comedy, Family, Mystery]",4.5,89.0,Doug E. Doug,That Darn Cat
5827,Gary Sinyor,Tom Green,"[Comedy, Family]",5.7,90.0,Brooke Shields,Bob the Butler
5828,Rowdy Herrington,Jim Caviezel,"[Biography, Drama, Romance, Sport]",6.6,120.0,Claire Forlani,Bobby Jones: Stroke of Genius
5829,Jeremy Saulnier,Chris Sharp,"[Comedy, Drama, Horror, Thriller]",5.9,79.0,Kate Porterfield,Murder Party
5830,Wolfgang Murnberger,Josef Hader,"[Comedy, Crime, Thriller]",7.5,117.0,Josef Bierbichler,The Bone Man
5831,Chi Leung 'Jacob' Cheung,Andy Lau,"[Action, Drama, War]",6.8,133.0,Sung-kee Ahn,Battle of Wits
5832,Anders Nilsson,Jakob Eklund,"[Action, Thriller]",6.3,112.0,Samuel Fröler,Executive Protection
5833,M. Night Shyamalan,Joseph Cross,"[Comedy, Drama, Family]",6.2,88.0,Timothy Reifsnyder,Wide Awake
5834,Yorgos Lanthimos,Stavros Psyllakis,[Drama],6.3,93.0,Aris Servetalis,Alps
5835,Neil Jordan,Stephen Rea,"[Crime, Drama, Romance, Thriller]",7.3,112.0,Jaye Davidson,The Crying Game
5836,Julian Jarrold,Anne Hathaway,"[Biography, Drama, Romance]",7.1,120.0,James McAvoy,Becoming Jane
5837,Tom Green,Tom Green,[Comedy],4.5,87.0,Rip Torn,Freddy Got Fingered
5838,Kar Wai Wong,Tony Chiu Wai Leung,"[Drama, Fantasy, Romance, Sci-Fi]",7.5,129.0,Ziyi Zhang,2046
5839,Lisa Azuelos,Miley Cyrus,"[Comedy, Drama, Romance]",4.1,97.0,Douglas Booth,LOL
5840,Ben Younger,Giovanni Ribisi,"[Crime, Drama, Thriller]",7.0,120.0,Vin Diesel,Boiler Room
5841,Christophe Barratier,Gérard Jugnot,"[Drama, Music]",7.9,97.0,François Berléand,The Chorus
5842,Ivan Reitman,Kevin Kline,"[Comedy, Romance]",6.8,110.0,Sigourney Weaver,Dave
5843,Jeremy Leven,Johnny Depp,"[Comedy, Drama, Romance]",6.8,97.0,Marlon Brando,Don Juan DeMarco
5844,Peter Berg,Christian Slater,"[Comedy, Crime, Thriller]",6.3,100.0,Daniel Stern,Very Bad Things
5845,Stephen Herek,Emilio Estevez,"[Action, Comedy, Drama, Family, Sport]",6.4,100.0,Joss Ackland,The Mighty Ducks
5846,Robert Rodriguez,Alexa PenaVega,"[Action, Adventure, Comedy, Family, Sci-Fi]",5.1,100.0,Daryl Sabara,Spy Kids 2: Island of Lost Dreams
5847,Richard Attenborough,Robert Downey Jr.,"[Biography, Drama]",7.6,143.0,Geraldine Chaplin,Chaplin
5848,Drake Doremus,Felicity Jones,"[Drama, Romance]",6.7,90.0,Anton Yelchin,Like Crazy
5849,Kim Jee-woon,Kap-su Kim,"[Drama, Horror, Mystery, Thriller]",7.3,115.0,Jung-ah Yum,A Tale of Two Sisters
5850,Kenny Ortega,Zac Efron,"[Comedy, Drama, Family, Musical, Romance]",4.3,112.0,Vanessa Hudgens,High School Musical 3: Senior Year
5851,Mike Bigelow,Rob Schneider,[Comedy],4.6,83.0,Eddie Griffin,Deuce Bigalow: European Gigolo
5852,Joel Schumacher,Anthony Hopkins,"[Action, Adventure, Comedy, Thriller]",5.6,116.0,Chris Rock,Bad Company
5853,Steve Miner,Bridget Fonda,"[Action, Comedy, Horror, Sci-Fi, Thriller]",5.6,82.0,Bill Pullman,Lake Placid
5854,Irwin Winkler,Hayden Christensen,[Drama],7.5,125.0,Kevin Kline,Life as a House
5855,Kelly Asbury,James McAvoy,"[Animation, Comedy, Family, Romance]",6.0,84.0,Emily Blunt,Gnomeo &#x26; Juliet
5856,Gore Verbinski,Nathan Lane,"[Comedy, Family]",6.4,98.0,Lee Evans,Mousehunt
5857,Troy Nixey,Katie Holmes,"[Fantasy, Horror, Thriller]",5.6,99.0,Guy Pearce,Don&#x27;t Be Afraid of the Dark
5858,Nick Castle,Walter Matthau,"[Comedy, Family]",5.4,94.0,Mason Gamble,Dennis
5859,Sylvain Chomet,Michèle Caucheteux,"[Animation, Adventure, Comedy, Drama, Music]",7.8,78.0,Jean-Claude Donda,Belleville Rendez-vous
5860,Takeshi Kitano,Takeshi Kitano,"[Action, Comedy, Crime, Drama, Music]",7.6,116.0,Tadanobu Asano,Zatoichi
5861,David S. Goyer,Odette Annable,"[Drama, Horror, Mystery, Thriller]",4.7,88.0,Gary Oldman,The Unborn
5862,Stephen Herek,Charlie Sheen,"[Action, Adventure, Comedy, Family, Romance]",6.3,105.0,Kiefer Sutherland,The Three Musketeers
5863,Emilio Estevez,Anthony Hopkins,"[Drama, History]",7.1,120.0,Demi Moore,Bobby
5864,Stuart Baird,Kurt Russell,"[Action, Adventure, Thriller]",6.4,133.0,Halle Berry,Executive Decision
5865,Robert Altman,Tim Robbins,"[Comedy, Crime, Drama, Mystery, Romance, Thriller]",7.7,124.0,Greta Scacchi,The Player
5866,Nick Hamm,Thora Birch,"[Drama, Horror, Mystery, Thriller]",6.2,102.0,Desmond Harrington,The Hole
5867,David Lynch,Laura Dern,"[Drama, Mystery, Thriller]",7.0,180.0,Jeremy Irons,Inland Empire
5868,Gary Fleder,Michael Douglas,"[Crime, Thriller]",6.3,113.0,Sean Bean,Don&#x27;t Say a Word
5869,John Cameron Mitchell,Nicole Kidman,[Drama],7.0,91.0,Aaron Eckhart,Rabbit Hole
5870,Fatih Akin,Birol Ünel,"[Drama, Romance]",8.0,121.0,Sibel Kekilli,Head-On
5871,David Anspaugh,Sean Astin,"[Biography, Drama, Sport]",7.5,114.0,Jon Favreau,Rudy
5872,Robert Luketic,Jennifer Lopez,[Comedy],5.4,101.0,Michael Vartan,Monster-in-Law
5873,Charles Herman-Wurmfeld,Reese Witherspoon,[Comedy],4.5,95.0,Sally Field,"Legally Blonde 2: Red, White &#x26; Blonde"
5874,Daniel Stamm,Patrick Fabian,"[Drama, Horror, Thriller]",5.6,87.0,Ashley Bell,The Last Exorcism
5875,David Cronenberg,James Spader,[Drama],6.3,100.0,Holly Hunter,Crash
5876,Andy Wachowski,Lana Wachowski,"[Crime, Drama, Thriller]",7.4,108.0,Jennifer Tilly,Bound
5877,Tony Goldwyn,Zach Braff,"[Comedy, Drama, Romance]",6.5,115.0,Jacinda Barrett,The Last Kiss
5878,Neil LaBute,Samuel L. Jackson,"[Crime, Drama, Thriller]",6.2,110.0,Patrick Wilson,Lakeview Terrace
5879,John Carpenter,Sam Neill,"[Horror, Mystery]",7.2,95.0,Jürgen Prochnow,In the Mouth of Madness
5880,Krzysztof Kieslowski,Zbigniew Zamachowski,"[Comedy, Drama, Mystery, Romance]",7.7,91.0,Julie Delpy,Three Colours: White
5881,Jorge Blanco,Javier Abad,"[Animation, Adventure, Comedy, Family, Sci-Fi]",6.1,91.0,Dwayne Johnson,Planet 51
5882,Don Coscarelli,Bruce Campbell,"[Comedy, Drama, Fantasy, Horror, Mystery]",7.2,92.0,Ossie Davis,Bubba Ho-Tep
5883,Josh Boone,Greg Kinnear,"[Comedy, Drama, Romance]",7.3,97.0,Jennifer Connelly,Stuck in Love
5884,Marcus Dunstan,Josh Stewart,"[Horror, Thriller]",6.4,90.0,Andrea Roth,The Collector
5885,Dominic Sena,Nicolas Cage,"[Action, Adventure, Fantasy]",5.4,95.0,Ron Perlman,Season of the Witch
5886,Ang Lee,Emma Thompson,"[Drama, Romance]",7.7,136.0,Kate Winslet,Sense and Sensibility
5887,Steven Soderbergh,Gina Carano,"[Action, Thriller]",5.8,93.0,Ewan McGregor,Haywire
5888,Steven Soderbergh,George Clooney,"[Comedy, Crime, Romance, Thriller]",7.1,123.0,Jennifer Lopez,Out of Sight
5889,Henry Joost,Ariel Schulman,[Horror],5.9,83.0,Chloe Csengery,Paranormal Activity 3
5890,Tim Robbins,Susan Sarandon,"[Crime, Drama]",7.6,122.0,Sean Penn,Dead Man Walking
